id_sentence,word,tag
ECUADOR_EARTHQUAKE_2016_0,RT,O
ECUADOR_EARTHQUAKE_2016_0,@pzf,O
ECUADOR_EARTHQUAKE_2016_0,:,O
ECUADOR_EARTHQUAKE_2016_0,ECUADOR,U-CTRY
ECUADOR_EARTHQUAKE_2016_0,EARTHQUAKE,O
ECUADOR_EARTHQUAKE_2016_0,:,O
ECUADOR_EARTHQUAKE_2016_0,-,O
ECUADOR_EARTHQUAKE_2016_0,At,O
ECUADOR_EARTHQUAKE_2016_0,least,O
ECUADOR_EARTHQUAKE_2016_0,250,O
ECUADOR_EARTHQUAKE_2016_0,dead,O
ECUADOR_EARTHQUAKE_2016_0,-,O
ECUADOR_EARTHQUAKE_2016_0,More,O
ECUADOR_EARTHQUAKE_2016_0,than,O
ECUADOR_EARTHQUAKE_2016_0,"1,500",O
ECUADOR_EARTHQUAKE_2016_0,injured,O
ECUADOR_EARTHQUAKE_2016_0,-,O
ECUADOR_EARTHQUAKE_2016_0,Almost,O
ECUADOR_EARTHQUAKE_2016_0,400,O
ECUADOR_EARTHQUAKE_2016_0,building,O
ECUADOR_EARTHQUAKE_2016_0,damaged,O
ECUADOR_EARTHQUAKE_2016_1,RT,O
ECUADOR_EARTHQUAKE_2016_1,@brk_news_now,O
ECUADOR_EARTHQUAKE_2016_1,:,O
ECUADOR_EARTHQUAKE_2016_1,FOX,O
ECUADOR_EARTHQUAKE_2016_1,:,O
ECUADOR_EARTHQUAKE_2016_1,ECUADOR,U-CTRY
ECUADOR_EARTHQUAKE_2016_1,ROCKED,O
ECUADOR_EARTHQUAKE_2016_1,:,O
ECUADOR_EARTHQUAKE_2016_1,Magnitude-7.8,O
ECUADOR_EARTHQUAKE_2016_1,earthquake,O
ECUADOR_EARTHQUAKE_2016_1,kills,O
ECUADOR_EARTHQUAKE_2016_1,77,O
ECUADOR_EARTHQUAKE_2016_1,",",O
ECUADOR_EARTHQUAKE_2016_1,rescues,O
ECUADOR_EARTHQUAKE_2016_1,underway,O
ECUADOR_EARTHQUAKE_2016_2,Independent,O
ECUADOR_EARTHQUAKE_2016_2,:,O
ECUADOR_EARTHQUAKE_2016_2,Video,O
ECUADOR_EARTHQUAKE_2016_2,shows,O
ECUADOR_EARTHQUAKE_2016_2,the,O
ECUADOR_EARTHQUAKE_2016_2,moment,O
ECUADOR_EARTHQUAKE_2016_2,earthquake,O
ECUADOR_EARTHQUAKE_2016_2,that,O
ECUADOR_EARTHQUAKE_2016_2,killed,O
ECUADOR_EARTHQUAKE_2016_2,at,O
ECUADOR_EARTHQUAKE_2016_2,least,O
ECUADOR_EARTHQUAKE_2016_2,77,O
ECUADOR_EARTHQUAKE_2016_2,struck,O
ECUADOR_EARTHQUAKE_2016_2,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_3,RT,O
ECUADOR_EARTHQUAKE_2016_3,@telesurenglish,O
ECUADOR_EARTHQUAKE_2016_3,:,O
ECUADOR_EARTHQUAKE_2016_3,Gracias,O
ECUADOR_EARTHQUAKE_2016_3,Venezuela,U-CTRY
ECUADOR_EARTHQUAKE_2016_3,:,O
ECUADOR_EARTHQUAKE_2016_3,Country,O
ECUADOR_EARTHQUAKE_2016_3,deploys,O
ECUADOR_EARTHQUAKE_2016_3,rescue,O
ECUADOR_EARTHQUAKE_2016_3,workers,O
ECUADOR_EARTHQUAKE_2016_3,to,O
ECUADOR_EARTHQUAKE_2016_3,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_3,after,O
ECUADOR_EARTHQUAKE_2016_3,7.8,O
ECUADOR_EARTHQUAKE_2016_3,magnitude,O
ECUADOR_EARTHQUAKE_2016_3,earthquake,O
ECUADOR_EARTHQUAKE_2016_3,htt,O
ECUADOR_EARTHQUAKE_2016_4,RT,O
ECUADOR_EARTHQUAKE_2016_4,@Emergency_Life,O
ECUADOR_EARTHQUAKE_2016_4,:,O
ECUADOR_EARTHQUAKE_2016_4,἞A἞8Ἱ7,O
ECUADOR_EARTHQUAKE_2016_4,#,O
ECUADOR_EARTHQUAKE_2016_4,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_4,#,O
ECUADOR_EARTHQUAKE_2016_4,Earthquake,O
ECUADOR_EARTHQUAKE_2016_4,volunteer,O
ECUADOR_EARTHQUAKE_2016_4,firefighters,O
ECUADOR_EARTHQUAKE_2016_4,from,O
ECUADOR_EARTHQUAKE_2016_4,across,O
ECUADOR_EARTHQUAKE_2016_4,the,O
ECUADOR_EARTHQUAKE_2016_4,Americas,O
ECUADOR_EARTHQUAKE_2016_4,are,O
ECUADOR_EARTHQUAKE_2016_4,heading,O
ECUADOR_EARTHQUAKE_2016_4,to,O
ECUADOR_EARTHQUAKE_2016_4,assist,O
ECUADOR_EARTHQUAKE_2016_4,#,O
ECUADOR_EARTHQUAKE_2016_4,SismoEcuador,O
ECUADOR_EARTHQUAKE_2016_4,#,O
ECUADOR_EARTHQUAKE_2016_4,USAR,O
ECUADOR_EARTHQUAKE_2016_4,http,O
ECUADOR_EARTHQUAKE_2016_5,RT,O
ECUADOR_EARTHQUAKE_2016_5,@Independent,O
ECUADOR_EARTHQUAKE_2016_5,:,O
ECUADOR_EARTHQUAKE_2016_5,Powerful,O
ECUADOR_EARTHQUAKE_2016_5,earthquake,O
ECUADOR_EARTHQUAKE_2016_5,in,O
ECUADOR_EARTHQUAKE_2016_5,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_5,kills,O
ECUADOR_EARTHQUAKE_2016_5,77,O
ECUADOR_EARTHQUAKE_2016_5,and,O
ECUADOR_EARTHQUAKE_2016_5,as,O
ECUADOR_EARTHQUAKE_2016_5,entire,O
ECUADOR_EARTHQUAKE_2016_5,town,O
ECUADOR_EARTHQUAKE_2016_5,collapses,O
ECUADOR_EARTHQUAKE_2016_6,RT,O
ECUADOR_EARTHQUAKE_2016_6,@GigiTonguet,O
ECUADOR_EARTHQUAKE_2016_6,:,O
ECUADOR_EARTHQUAKE_2016_6,@doctorheart00,O
ECUADOR_EARTHQUAKE_2016_6,Share,O
ECUADOR_EARTHQUAKE_2016_6,this,O
ECUADOR_EARTHQUAKE_2016_6,link,O
ECUADOR_EARTHQUAKE_2016_6,to,O
ECUADOR_EARTHQUAKE_2016_6,help,O
ECUADOR_EARTHQUAKE_2016_6,the,O
ECUADOR_EARTHQUAKE_2016_6,victims,O
ECUADOR_EARTHQUAKE_2016_6,of,O
ECUADOR_EARTHQUAKE_2016_6,Ecuadors,U-CTRY
ECUADOR_EARTHQUAKE_2016_6,Earthquake,O
ECUADOR_EARTHQUAKE_2016_6,!,O
ECUADOR_EARTHQUAKE_2016_6,Thank,O
ECUADOR_EARTHQUAKE_2016_6,you,O
ECUADOR_EARTHQUAKE_2016_6,!,O
ECUADOR_EARTHQUAKE_2016_7,RT,O
ECUADOR_EARTHQUAKE_2016_7,@UNDP,O
ECUADOR_EARTHQUAKE_2016_7,:,O
ECUADOR_EARTHQUAKE_2016_7,Want,O
ECUADOR_EARTHQUAKE_2016_7,to,O
ECUADOR_EARTHQUAKE_2016_7,support,O
ECUADOR_EARTHQUAKE_2016_7,victims,O
ECUADOR_EARTHQUAKE_2016_7,of,O
ECUADOR_EARTHQUAKE_2016_7,the,O
ECUADOR_EARTHQUAKE_2016_7,#,O
ECUADOR_EARTHQUAKE_2016_7,EcuadorEarthquake,O
ECUADOR_EARTHQUAKE_2016_7,?,O
ECUADOR_EARTHQUAKE_2016_7,Click,O
ECUADOR_EARTHQUAKE_2016_7,here,O
ECUADOR_EARTHQUAKE_2016_7,to,O
ECUADOR_EARTHQUAKE_2016_7,find,O
ECUADOR_EARTHQUAKE_2016_7,out,O
ECUADOR_EARTHQUAKE_2016_7,how,O
ECUADOR_EARTHQUAKE_2016_7,you,O
ECUADOR_EARTHQUAKE_2016_7,can,O
ECUADOR_EARTHQUAKE_2016_7,donate,O
ECUADOR_EARTHQUAKE_2016_7,:,O
ECUADOR_EARTHQUAKE_2016_7,@PNUDEcuador,O
ECUADOR_EARTHQUAKE_2016_8,Powerful,O
ECUADOR_EARTHQUAKE_2016_8,earthquake,O
ECUADOR_EARTHQUAKE_2016_8,kills,O
ECUADOR_EARTHQUAKE_2016_8,at,O
ECUADOR_EARTHQUAKE_2016_8,least,O
ECUADOR_EARTHQUAKE_2016_8,77,O
ECUADOR_EARTHQUAKE_2016_8,in,O
ECUADOR_EARTHQUAKE_2016_8,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_8,:,O
ECUADOR_EARTHQUAKE_2016_8,The,O
ECUADOR_EARTHQUAKE_2016_8,7.8,O
ECUADOR_EARTHQUAKE_2016_8,magnitude,O
ECUADOR_EARTHQUAKE_2016_8,earthquake,O
ECUADOR_EARTHQUAKE_2016_8,struck,O
ECUADOR_EARTHQUAKE_2016_8,off,O
ECUADOR_EARTHQUAKE_2016_8,Ecu,O
ECUADOR_EARTHQUAKE_2016_8,#,O
ECUADOR_EARTHQUAKE_2016_8,WizInfo,O
ECUADOR_EARTHQUAKE_2016_8,#,O
ECUADOR_EARTHQUAKE_2016_8,Health,O
ECUADOR_EARTHQUAKE_2016_9,RT,O
ECUADOR_EARTHQUAKE_2016_9,moviechick707,O
ECUADOR_EARTHQUAKE_2016_9,:,O
ECUADOR_EARTHQUAKE_2016_9,#,O
ECUADOR_EARTHQUAKE_2016_9,Ecuadorearthquake,O
ECUADOR_EARTHQUAKE_2016_9,:,O
ECUADOR_EARTHQUAKE_2016_9,Death,O
ECUADOR_EARTHQUAKE_2016_9,toll,O
ECUADOR_EARTHQUAKE_2016_9,jumps,O
ECUADOR_EARTHQUAKE_2016_9,to,O
ECUADOR_EARTHQUAKE_2016_9,272,O
ECUADOR_EARTHQUAKE_2016_9,CNN,O
ECUADOR_EARTHQUAKE_2016_10,At,O
ECUADOR_EARTHQUAKE_2016_10,least,O
ECUADOR_EARTHQUAKE_2016_10,77,O
ECUADOR_EARTHQUAKE_2016_10,dead,O
ECUADOR_EARTHQUAKE_2016_10,",",O
ECUADOR_EARTHQUAKE_2016_10,500,O
ECUADOR_EARTHQUAKE_2016_10,injured,O
ECUADOR_EARTHQUAKE_2016_10,after,O
ECUADOR_EARTHQUAKE_2016_10,7.3,O
ECUADOR_EARTHQUAKE_2016_10,magnitude,O
ECUADOR_EARTHQUAKE_2016_10,earthquake,O
ECUADOR_EARTHQUAKE_2016_10,shakes,O
ECUADOR_EARTHQUAKE_2016_10,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_11,RT,O
ECUADOR_EARTHQUAKE_2016_11,@RobertGlasserUN,O
ECUADOR_EARTHQUAKE_2016_11,:,O
ECUADOR_EARTHQUAKE_2016_11,"750,000",O
ECUADOR_EARTHQUAKE_2016_11,#,O
ECUADOR_EARTHQUAKE_2016_11,earthquake,O
ECUADOR_EARTHQUAKE_2016_11,dead,O
ECUADOR_EARTHQUAKE_2016_11,in,O
ECUADOR_EARTHQUAKE_2016_11,last,O
ECUADOR_EARTHQUAKE_2016_11,20,O
ECUADOR_EARTHQUAKE_2016_11,years,O
ECUADOR_EARTHQUAKE_2016_11,#,O
ECUADOR_EARTHQUAKE_2016_11,JapanEarthquake,O
ECUADOR_EARTHQUAKE_2016_11,#,O
ECUADOR_EARTHQUAKE_2016_11,EcuadorEarthquake,O
ECUADOR_EARTHQUAKE_2016_11,#,O
ECUADOR_EARTHQUAKE_2016_11,switch2sendai,O
ECUADOR_EARTHQUAKE_2016_11,h,O
ECUADOR_EARTHQUAKE_2016_12,Ecuador,U-CTRY
ECUADOR_EARTHQUAKE_2016_12,:,O
ECUADOR_EARTHQUAKE_2016_12,The,O
ECUADOR_EARTHQUAKE_2016_12,race,O
ECUADOR_EARTHQUAKE_2016_12,to,O
ECUADOR_EARTHQUAKE_2016_12,find,O
ECUADOR_EARTHQUAKE_2016_12,quake,O
ECUADOR_EARTHQUAKE_2016_12,victims,O
ECUADOR_EARTHQUAKE_2016_12,#,O
ECUADOR_EARTHQUAKE_2016_12,Christian,O
ECUADOR_EARTHQUAKE_2016_12,#,O
ECUADOR_EARTHQUAKE_2016_12,News,O
