id_sentence,word,tag
HURRICANE_MATTHEW_2016_0,Flash,O
HURRICANE_MATTHEW_2016_0,Flood,O
HURRICANE_MATTHEW_2016_0,Warning,O
HURRICANE_MATTHEW_2016_0,for,O
HURRICANE_MATTHEW_2016_0,Bamberg,U-CITY
HURRICANE_MATTHEW_2016_0,",",O
HURRICANE_MATTHEW_2016_0,Calhoun,U-CITY
HURRICANE_MATTHEW_2016_0,",",O
HURRICANE_MATTHEW_2016_0,Clarendon,U-CITY
HURRICANE_MATTHEW_2016_0,",",O
HURRICANE_MATTHEW_2016_0,Orangeburg,U-CITY
HURRICANE_MATTHEW_2016_0,",",O
HURRICANE_MATTHEW_2016_0,Richland,U-CITY
HURRICANE_MATTHEW_2016_0,",",O
HURRICANE_MATTHEW_2016_0,&,O
HURRICANE_MATTHEW_2016_0,Sumter,U-CITY
HURRICANE_MATTHEW_2016_0,Cos,O
HURRICANE_MATTHEW_2016_0,until,O
HURRICANE_MATTHEW_2016_0,9AM,O
HURRICANE_MATTHEW_2016_0,#,O
HURRICANE_MATTHEW_2016_0,scwx,O
HURRICANE_MATTHEW_2016_0,#,O
HURRICANE_MATTHEW_2016_0,Matthew,O
HURRICANE_MATTHEW_2016_1,We,O
HURRICANE_MATTHEW_2016_1,Were,O
HURRICANE_MATTHEW_2016_1,Already,O
HURRICANE_MATTHEW_2016_1,In,O
HURRICANE_MATTHEW_2016_1,A,O
HURRICANE_MATTHEW_2016_1,Cholera,O
HURRICANE_MATTHEW_2016_1,Crisis,O
HURRICANE_MATTHEW_2016_1,;,O
HURRICANE_MATTHEW_2016_1,Hurricane,O
HURRICANE_MATTHEW_2016_1,Pummels,O
HURRICANE_MATTHEW_2016_1,Haiti,U-CTRY
HURRICANE_MATTHEW_2016_1,",",O
HURRICANE_MATTHEW_2016_1,11,O
HURRICANE_MATTHEW_2016_1,dead,O
HURRICANE_MATTHEW_2016_1,",",O
HURRICANE_MATTHEW_2016_1,damage,O
HURRICANE_MATTHEW_2016_1,still,O
HURRICANE_MATTHEW_2016_1,impossible,O
